,location,BHK,total_sqft,bath,price
6474,Sector 2 HSR Layout,2,1231.0,2.0,66.0
6475,Sector 7 HSR Layout,4,3000.0,5.0,275.0
6476,Sector 7 HSR Layout,2,1163.0,2.0,98.86
6477,Sector 7 HSR Layout,3,1760.0,3.0,145.0
6478,Sector 7 HSR Layout,3,3900.0,3.0,300.0
6479,Sector 7 HSR Layout,2,1163.0,2.0,98.86
6480,Sector 7 HSR Layout,2,1342.0,2.0,115.0
6481,Sector 7 HSR Layout,3,1760.0,3.0,160.0
6482,Sector 7 HSR Layout,3,1760.0,3.0,142.0
6483,Sector 7 HSR Layout,3,2400.0,2.0,195.0
6484,Sector 7 HSR Layout,3,1760.0,3.0,185.0
6485,Sector 7 HSR Layout,2,1162.0,2.0,98.77
6486,Seegehalli,2,901.0,2.0,35.14
6488,Seegehalli,2,800.0,1.0,50.0
6490,Seegehalli,2,1118.0,2.0,37.5
6491,Seegehalli,3,1200.0,2.0,62.0
6492,Seegehalli,2,1155.0,2.0,72.0
6493,Seegehalli,3,1830.0,4.0,82.0
6494,Seegehalli,3,4000.0,3.0,235.0
6497,Seegehalli,2,1096.0,2.0,41.0
6499,Seegehalli,2,920.0,2.0,27.0
6500,Seegehalli,3,1553.0,3.0,68.0
6501,Seegehalli,3,1639.0,3.0,120.0
6502,Seegehalli,3,3000.0,4.0,235.0
6503,Seegehalli,2,1134.0,2.0,45.0
6504,Seegehalli,3,1683.0,3.0,80.0
6505,Seegehalli,2,1176.0,2.0,50.0
6506,Seegehalli,3,3000.0,4.0,240.0
6507,Shampura,4,2650.0,4.0,150.0
6508,Shampura,2,1200.0,2.0,53.0
6509,Shampura,2,700.0,1.0,35.0
6510,Shampura,3,1400.0,3.0,70.0
6511,Shampura,3,1475.0,3.0,78.0
6512,Shampura,3,1700.0,3.0,75.0
6513,Shivaji Nagar,2,850.0,2.0,55.0
6514,Shivaji Nagar,2,1554.0,3.0,130.0
6515,Shivaji Nagar,1,3820.0,1.0,306.0
6516,Shivaji Nagar,2,703.0,2.0,49.5
6517,Shivaji Nagar,3,1460.0,2.0,90.0
6518,Shivaji Nagar,2,600.0,1.0,65.0
6520,Singasandra,2,1030.0,2.0,55.0
6521,Singasandra,4,3850.0,6.0,195.0
6522,Singasandra,2,1100.0,2.0,52.0
6524,Singasandra,2,1300.0,2.0,65.0
6527,Singasandra,2,1010.0,2.0,40.0
6528,Singasandra,2,1375.0,2.0,58.0
6529,Singasandra,2,1120.0,2.0,60.0
6530,Singasandra,3,1510.0,3.0,75.0
6531,Singasandra,2,1179.0,2.0,56.0
6532,Singasandra,2,1416.0,2.0,67.0
6533,Singasandra,3,1476.0,2.0,73.0
6534,Singasandra,2,1139.7,2.0,45.0
6535,Singasandra,2,1465.0,2.0,60.0
6537,Singasandra,3,1653.0,3.0,85.0
6538,Somasundara Palya,2,1255.0,2.0,67.0
6539,Somasundara Palya,2,1448.0,2.0,68.0
6541,Somasundara Palya,2,1178.0,2.0,73.0
6542,Somasundara Palya,2,1260.0,2.0,60.0
6543,Somasundara Palya,2,1033.0,2.0,48.0
6544,Somasundara Palya,2,1329.0,2.0,70.0
6545,Somasundara Palya,3,2372.0,3.0,140.0
6546,Somasundara Palya,2,1185.0,2.0,70.0
6550,Somasundara Palya,4,2400.0,3.0,140.0
6551,Somasundara Palya,3,1650.0,3.0,95.0
6552,Somasundara Palya,2,1186.0,2.0,72.0
6554,Sompura,2,825.0,2.0,33.0
6555,Sompura,3,1025.0,2.0,37.0
6556,Sompura,2,1020.0,2.0,41.0
6557,Sompura,2,1126.0,2.0,39.0
6558,Sompura,2,825.0,2.0,32.0
6559,Sompura,3,1360.0,2.0,45.0
6560,Sompura,3,1350.0,2.0,47.0
6561,Sompura,4,2150.0,3.0,85.0
6563,Sonnenahalli,2,896.0,2.0,43.75
6564,Sonnenahalli,2,1120.0,2.0,43.0
6565,Sonnenahalli,2,1100.0,2.0,44.0
6566,Sonnenahalli,2,1011.0,2.0,50.53
6567,Sonnenahalli,1,614.5,1.0,30.715
6568,Sonnenahalli,3,1484.0,3.0,74.18
6569,Sonnenahalli,3,1610.0,3.0,80.48
6570,Sonnenahalli,3,1415.0,2.0,65.0
6571,Sonnenahalli,2,1268.0,2.0,58.0
6572,Sonnenahalli,2,1268.0,2.0,56.0
6573,Sonnenahalli,1,605.0,1.0,30.24
6574,Sonnenahalli,3,1484.0,3.0,75.0
6575,Subramanyapura,2,929.0,2.0,50.17
6576,Subramanyapura,2,1200.0,2.0,52.0
6577,Subramanyapura,2,975.0,2.0,58.0
6578,Subramanyapura,2,1277.0,2.0,55.0
6579,Subramanyapura,2,985.0,2.0,58.0
6580,Subramanyapura,3,1245.0,2.0,68.0
6581,Subramanyapura,2,1313.0,2.0,73.0
6582,Subramanyapura,2,1313.0,2.0,66.5
6583,Subramanyapura,3,1255.0,2.0,79.0
6584,Subramanyapura,3,1330.0,3.0,72.0
6585,Subramanyapura,2,929.0,2.0,48.0
6586,Subramanyapura,2,950.0,2.0,55.0
6587,Subramanyapura,2,929.0,2.0,56.0
6589,Subramanyapura,3,1260.0,2.0,76.0
6591,Subramanyapura,2,960.0,2.0,55.0
6592,Subramanyapura,3,1260.0,2.0,73.0
6594,Subramanyapura,3,1278.0,3.0,70.0
6595,Subramanyapura,2,929.0,2.0,49.0
6596,Subramanyapura,3,1260.0,2.0,75.0
6597,Subramanyapura,2,1000.0,2.0,45.0
6599,Subramanyapura,2,929.0,1.0,51.0
6600,Subramanyapura,3,1880.0,3.0,110.0
6602,Sultan Palaya,3,1700.0,3.0,120.0
6603,Sultan Palaya,2,1100.0,2.0,45.0
6604,Sultan Palaya,2,900.0,2.0,45.0
6605,Sultan Palaya,2,870.0,2.0,65.0
6606,Sultan Palaya,3,1765.0,3.0,80.0
6607,Sultan Palaya,3,1713.0,3.0,125.0
6608,Sultan Palaya,2,1009.0,2.0,65.0
6609,Sultan Palaya,4,5000.0,5.0,325.0
6610,Sultan Palaya,2,1070.0,2.0,49.0
6611,TC Palaya,3,1475.0,3.0,98.0
6612,TC Palaya,2,1200.0,2.0,60.0
6617,TC Palaya,2,1240.0,2.0,60.0
6618,TC Palaya,3,1500.0,2.0,100.0
6619,TC Palaya,2,1200.0,2.0,65.0
6620,TC Palaya,2,1200.0,2.0,70.0
6621,TC Palaya,2,900.0,2.0,55.0
6624,TC Palaya,4,4800.0,3.0,302.0
6625,TC Palaya,2,1000.0,2.0,64.0
6627,TC Palaya,2,900.0,2.0,55.0
6628,TC Palaya,2,1200.0,2.0,66.0
6631,TC Palaya,2,900.0,2.0,55.0
6633,TC Palaya,2,900.0,2.0,55.0
6636,TC Palaya,2,1200.0,2.0,65.0
6637,TC Palaya,2,1500.0,2.0,75.0
6639,TC Palaya,2,1000.0,2.0,70.0
6640,TC Palaya,2,1100.0,2.0,65.0
6644,TC Palaya,2,1800.0,2.0,80.0
6646,TC Palaya,2,1200.0,2.0,70.0
6647,TC Palaya,1,1350.0,1.0,55.0
6648,TC Palaya,2,900.0,2.0,55.0
6649,TC Palaya,2,900.0,2.0,55.0
6650,TC Palaya,2,1082.0,2.0,64.0
6654,TC Palaya,2,1152.0,2.0,55.0
6658,Talaghattapura,3,1868.0,3.0,131.0
6659,Talaghattapura,3,2038.5,3.0,120.0
6660,Talaghattapura,3,2106.0,3.0,126.0
6661,Talaghattapura,3,1868.0,3.0,121.0
6662,Talaghattapura,3,2106.0,3.0,126.0
6663,Talaghattapura,3,1868.0,3.0,135.0
6664,Talaghattapura,3,1856.0,3.0,135.0
6665,Talaghattapura,3,1868.0,3.0,120.0
6666,Talaghattapura,3,1804.0,3.0,115.0
6667,Talaghattapura,3,1856.0,3.0,135.0
6668,Talaghattapura,3,2254.0,3.0,153.0
6669,Talaghattapura,3,2106.0,3.0,148.0
6670,Talaghattapura,3,1856.0,3.0,135.0
6671,Talaghattapura,3,2273.0,3.0,159.0
6672,Talaghattapura,3,2099.0,3.0,147.0
6673,Talaghattapura,2,1100.0,2.0,50.0
6674,Talaghattapura,2,1100.0,2.0,49.49
6675,Talaghattapura,3,1575.0,3.0,80.0
6676,Talaghattapura,3,2273.0,3.0,145.0
6677,Talaghattapura,2,1175.0,2.0,62.0
6678,Talaghattapura,3,1804.0,3.0,127.0
6679,Talaghattapura,2,1062.0,2.0,42.48
6680,Talaghattapura,3,2038.5,3.0,122.0
6681,Talaghattapura,3,1800.0,3.0,84.0
6682,Talaghattapura,3,2265.0,3.0,159.0
6683,Talaghattapura,3,2099.0,3.0,134.0
6684,Thanisandra,2,1296.0,2.0,80.0
6686,Thanisandra,3,2144.0,3.0,145.0
6688,Thanisandra,2,1296.0,2.0,83.0
6690,Thanisandra,3,2144.0,3.0,135.0
6692,Thanisandra,2,1093.0,2.0,70.0
6693,Thanisandra,3,1265.0,2.0,79.0
6694,Thanisandra,3,1651.0,3.0,97.38
6695,Thanisandra,2,1265.0,2.0,85.0
6696,Thanisandra,1,776.5,2.0,48.145
6697,Thanisandra,3,1564.0,3.0,101.0
6699,Thanisandra,3,1847.0,3.0,123.0
6701,Thanisandra,3,1697.0,3.0,114.0
6703,Thanisandra,6,3500.0,5.0,160.0
6704,Thanisandra,3,1573.0,3.0,95.0
6705,Thanisandra,3,1917.0,3.0,122.0
6706,Thanisandra,1,693.0,1.0,34.3
6707,Thanisandra,2,1098.0,2.0,68.0
6708,Thanisandra,1,760.0,1.0,50.3
6711,Thanisandra,3,2002.0,3.0,112.0
6716,Thanisandra,3,1697.0,3.0,115.0
6717,Thanisandra,1,1380.0,1.0,62.1
6718,Thanisandra,1,923.0,1.0,60.84
6720,Thanisandra,1,923.0,1.0,45.69
6724,Thanisandra,3,1698.0,3.0,102.0
6725,Thanisandra,3,1411.0,3.0,93.04
6726,Thanisandra,3,1996.0,3.0,135.0
6727,Thanisandra,3,1801.0,3.0,115.0
6728,Thanisandra,2,1265.0,2.0,82.0
6730,Thanisandra,3,1917.0,4.0,113.0
6731,Thanisandra,1,662.0,1.0,42.0
6733,Thanisandra,3,1948.0,3.0,130.0
6735,Thanisandra,2,1098.0,2.0,74.0
6737,Thanisandra,3,1564.0,3.0,104.0
6743,Thanisandra,3,2127.0,3.0,135.0
6745,Thanisandra,2,1276.0,2.0,75.0
6746,Thanisandra,1,693.0,1.0,34.3
6747,Thanisandra,4,2259.0,5.0,135.0
6748,Thanisandra,2,1265.0,2.0,78.0
6750,Thanisandra,2,934.0,2.0,55.0
6751,Thanisandra,2,1056.0,2.0,68.0
6752,Thanisandra,3,1595.0,3.0,110.0
6753,Thanisandra,3,1411.0,3.0,93.15
6754,Thanisandra,2,1093.0,2.0,68.1
6756,Thanisandra,2,1093.0,2.0,72.0
6758,Thanisandra,3,1698.0,3.0,107.0
6759,Thanisandra,3,1564.0,3.0,105.0
6760,Thanisandra,2,1265.0,2.0,83.0
6761,Thanisandra,1,784.0,1.0,35.285
6762,Thanisandra,2,965.0,2.0,56.0
6763,Thanisandra,3,1546.0,3.0,95.0
6764,Thanisandra,1,777.0,1.0,38.535
6765,Thanisandra,3,1697.0,3.0,110.0
6766,Thanisandra,3,1492.0,3.0,88.0
6767,Thanisandra,3,2072.0,3.0,122.0
6768,Thanisandra,3,1880.0,3.0,120.0
6769,Thanisandra,1,760.0,1.0,50.0
6771,Thanisandra,1,933.0,2.0,58.0
6772,Thanisandra,3,1917.0,3.0,110.0
6773,Thanisandra,3,1996.0,4.0,123.0
6774,Thanisandra,2,1183.0,2.0,77.25
6775,Thanisandra,3,1491.0,3.0,88.0
6777,Thanisandra,1,662.0,1.0,29.0
6779,Thanisandra,3,1564.0,3.0,100.0
6780,Thanisandra,1,662.0,1.0,45.0
6781,Thanisandra,3,1573.0,3.0,98.0
6782,Thanisandra,3,1262.0,2.0,83.0
6783,Thanisandra,2,1056.0,2.0,65.0
6785,Thanisandra,3,1702.0,3.0,115.0
6786,Thanisandra,2,1343.0,2.0,75.0
6787,Thanisandra,3,1935.0,4.0,122.0
6788,Thanisandra,2,933.0,2.0,55.0
6789,Thanisandra,2,1183.0,2.0,77.3
6790,Thanisandra,1,662.0,1.0,38.0
6791,Thanisandra,2,1265.0,2.0,72.0
6792,Thanisandra,3,1595.0,3.0,105.0
6794,Thanisandra,1,580.0,1.0,27.5
6795,Thanisandra,3,2087.0,4.0,139.0
6797,Thanisandra,2,1098.0,2.0,71.0
6798,Thanisandra,3,1411.0,3.0,93.25
6801,Thanisandra,3,1732.0,3.0,112.0
6802,Thanisandra,1,933.0,1.0,61.0
6803,Thanisandra,3,1702.0,3.0,107.0
6804,Thanisandra,1,747.0,1.0,34.355
6805,Thanisandra,3,2030.0,4.0,125.0
6807,Thanisandra,4,1948.0,4.0,129.0
6808,Thanisandra,3,1573.0,3.0,90.0
6809,Thanisandra,2,1056.0,2.0,70.0
6810,Thanisandra,3,1595.0,3.0,96.0
6813,Thanisandra,2,1245.0,2.0,83.05
6814,Thanisandra,3,1261.0,2.0,80.0
6815,Thanisandra,3,1884.0,4.0,117.0
6816,Thanisandra,2,965.0,2.0,54.0
6817,Thanisandra,3,1930.0,4.0,122.0
6818,Thanisandra,1,777.0,1.0,38.46
6820,Thanisandra,3,1930.0,4.0,120.0
6821,Thanisandra,1,760.0,1.0,50.4
6822,Thanisandra,1,663.0,1.0,32.82
6823,Thanisandra,3,1801.0,3.0,115.0
6824,Thanisandra,3,1806.0,6.0,116.0
6825,Thanisandra,4,3671.0,4.0,220.0
6827,Thanisandra,2,1305.0,2.0,90.0
6828,Thanisandra,3,1965.0,4.0,125.0
6829,Thanisandra,3,1573.0,3.0,100.0
6832,Thanisandra,4,1917.0,4.0,130.0
6834,Thigalarapalya,4,3122.0,6.0,230.0
6836,Thigalarapalya,2,1297.0,2.0,103.0
6837,Thigalarapalya,2,1418.0,2.0,95.0
6838,Thigalarapalya,4,3122.0,6.0,235.0
6839,Thigalarapalya,4,3122.0,6.0,245.0
6841,Thigalarapalya,2,1418.0,2.0,103.0
6842,Thigalarapalya,2,1418.0,2.0,101.0
6843,Thigalarapalya,2,1418.0,2.0,104.0
6845,Thigalarapalya,4,3122.0,5.0,225.0
6846,Thigalarapalya,4,2912.0,6.0,210.0
6847,Thigalarapalya,2,1418.0,2.0,103.0
6848,Thigalarapalya,3,2072.0,4.0,159.0
6850,Thigalarapalya,2,1418.0,2.0,106.0
6852,Thigalarapalya,2,1418.0,2.0,104.0
6853,Thigalarapalya,4,3122.0,6.0,237.0
6854,Thigalarapalya,2,1418.0,2.0,105.0
6855,Thigalarapalya,2,1418.0,2.0,104.0
6858,Thigalarapalya,2,1418.0,2.0,106.0
6859,Thigalarapalya,3,2072.0,4.0,155.0
6860,Thigalarapalya,3,1830.0,4.0,135.0
6861,Thigalarapalya,2,1418.0,2.0,105.0
6862,Thigalarapalya,3,2072.0,4.0,160.0
6866,Thigalarapalya,3,2072.0,4.0,160.0
6867,Thigalarapalya,3,2072.0,4.0,155.0
6868,Thigalarapalya,4,3122.0,6.0,235.0
6869,Thigalarapalya,3,2072.0,4.0,153.0
6871,Thigalarapalya,3,2072.0,4.0,157.0
6872,Thigalarapalya,2,1418.0,2.0,105.0
6873,Thigalarapalya,4,3362.0,5.0,249.0
6874,Thigalarapalya,4,3122.0,6.0,245.0
6877,Thigalarapalya,4,4190.0,4.0,325.0
6881,Thigalarapalya,2,1400.0,2.0,105.0
6883,Thigalarapalya,2,1297.0,2.0,98.0
6885,Thubarahalli,4,3800.0,4.0,239.0
6886,Thubarahalli,2,1200.0,2.0,78.0
6887,Thubarahalli,2,1128.0,2.0,75.0
6888,Thubarahalli,2,1185.0,2.0,65.0
6889,Thubarahalli,2,975.0,2.0,55.0
6890,Thubarahalli,2,1330.0,2.0,75.0
6891,Thubarahalli,2,1085.0,2.0,70.0
6892,Thubarahalli,2,1216.0,2.0,80.0
6893,Thubarahalli,2,1200.0,2.0,79.0
6894,Thubarahalli,2,1200.0,2.0,80.0
6895,Thubarahalli,2,1200.0,2.0,79.55
6897,Thubarahalli,3,2625.0,3.0,175.0
6898,Thubarahalli,2,975.0,2.0,50.0
6900,Thubarahalli,3,1584.0,3.0,101.0
6901,Thyagaraja Nagar,1,800.0,1.0,100.0
6902,Thyagaraja Nagar,5,2000.0,4.0,145.0
6903,Thyagaraja Nagar,3,1270.0,2.0,95.25
6904,Thyagaraja Nagar,2,1040.0,2.0,68.0
6905,Tindlu,3,1500.0,2.0,87.0
6906,Tindlu,7,7500.0,7.0,400.0
6907,Tindlu,3,1357.0,2.0,65.0
6908,Tindlu,3,1500.0,3.0,87.0
6909,Tindlu,3,1370.07,3.0,65.0
6910,Tindlu,2,1165.0,2.0,59.8
6911,Tindlu,2,1050.0,2.0,55.0
6912,Tindlu,2,1100.0,2.0,55.0
6913,Tumkur Road,3,1500.0,3.0,95.0
6914,Tumkur Road,3,1779.0,3.0,112.0
6915,Tumkur Road,3,1586.0,3.0,100.0
6916,Tumkur Road,2,1098.0,2.0,72.0
6917,Tumkur Road,3,1354.0,3.0,90.0
6918,Tumkur Road,3,1240.0,2.0,84.0
6919,Tumkur Road,2,1239.0,2.0,82.0
6920,Tumkur Road,2,1246.0,2.0,82.0
6921,Tumkur Road,3,1500.0,3.0,100.0
6923,Tumkur Road,3,1416.0,3.0,94.0
6924,Tumkur Road,2,1027.0,2.0,60.0
6925,Tumkur Road,2,1027.0,2.0,68.62
6926,Tumkur Road,3,1459.0,2.0,95.0
6927,Tumkur Road,2,992.0,2.0,60.0
6928,Tumkur Road,2,1066.0,2.0,52.5
6929,Tumkur Road,3,1240.0,2.0,79.0
6930,Tumkur Road,3,1441.0,2.0,95.0
6931,Tumkur Road,3,1240.0,2.0,83.0
6932,Tumkur Road,2,1027.0,2.0,67.0
6934,Tumkur Road,3,1354.0,3.0,85.86
6935,Ulsoor,3,2135.0,3.0,215.0
6936,Ulsoor,2,1275.0,2.0,120.0
6937,Ulsoor,3,1020.0,3.0,110.0
6938,Ulsoor,2,1200.0,2.0,60.0
6939,Ulsoor,2,1180.0,2.0,100.0
6940,Ulsoor,3,1340.0,3.0,90.0
6941,Ulsoor,3,1500.0,2.0,125.0
6942,Ulsoor,3,2000.0,3.0,185.0
6943,Ulsoor,2,1255.0,2.0,120.0
6944,Ulsoor,3,1685.0,4.0,185.0
6946,Ulsoor,3,2135.0,3.0,170.0
6947,Ulsoor,2,1160.0,2.0,130.0
6948,Uttarahalli,3,1440.0,2.0,62.0
6949,Uttarahalli,2,1143.0,2.0,45.0
6950,Uttarahalli,2,1020.0,2.0,45.0
6951,Uttarahalli,2,1286.0,2.0,63.0
6952,Uttarahalli,2,1101.0,2.0,45.0
6953,Uttarahalli,2,1345.0,2.0,67.0
6956,Uttarahalli,2,1175.0,2.0,47.0
6957,Uttarahalli,3,1390.0,2.0,62.55
6958,Uttarahalli,3,1330.0,2.0,56.0
6959,Uttarahalli,2,1008.0,2.0,45.0
6960,Uttarahalli,3,1390.0,2.0,60.47
6961,Uttarahalli,3,1617.0,3.0,66.68
6962,Uttarahalli,2,1150.0,2.0,49.0
6963,Uttarahalli,3,1330.0,2.0,56.0
6964,Uttarahalli,2,1200.0,2.0,44.0
6967,Uttarahalli,2,882.0,2.0,30.0
6968,Uttarahalli,2,993.0,2.0,39.71
6969,Uttarahalli,2,1045.0,2.0,45.0
6970,Uttarahalli,2,850.0,2.0,37.93
6972,Uttarahalli,6,3600.0,6.0,120.0
6973,Uttarahalli,3,1788.0,3.0,98.34
6974,Uttarahalli,3,1345.0,2.0,57.0
6975,Uttarahalli,2,1089.0,2.0,43.55
6977,Uttarahalli,2,1279.0,2.0,48.0
6979,Uttarahalli,3,1425.0,2.0,64.0
6980,Uttarahalli,2,1155.0,2.0,40.42
6981,Uttarahalli,2,1050.0,2.0,42.0
6982,Uttarahalli,3,1300.0,2.0,55.0
6983,Uttarahalli,3,1250.0,2.0,55.0
6984,Uttarahalli,3,1700.0,3.0,88.0
6985,Uttarahalli,3,1200.0,3.0,50.0
6986,Uttarahalli,2,1085.0,2.0,43.0
6988,Uttarahalli,2,1175.0,2.0,47.0
6989,Uttarahalli,3,1689.28,3.0,91.2
6990,Uttarahalli,2,1175.0,2.0,47.0
6991,Uttarahalli,2,1137.0,2.0,63.0
6992,Uttarahalli,3,1215.0,2.0,52.85
6994,Uttarahalli,2,1325.0,2.0,53.0
6995,Uttarahalli,3,1300.0,2.0,60.0
6996,Uttarahalli,2,850.0,2.0,35.0
6997,Uttarahalli,3,1627.86,3.0,88.0
6999,Uttarahalli,3,1360.0,2.0,61.2
7000,Uttarahalli,1,661.0,1.0,36.0
7001,Uttarahalli,2,1134.0,2.0,45.36
7003,Uttarahalli,3,1320.0,2.0,55.44
7004,Uttarahalli,3,1390.0,2.0,61.16
7005,Uttarahalli,2,1090.0,2.0,45.0
7006,Uttarahalli,2,1050.0,2.0,42.0
7007,Uttarahalli,2,1123.0,2.0,48.0
7008,Uttarahalli,3,1329.0,2.0,56.0
7009,Uttarahalli,2,938.0,2.0,35.0
7012,Uttarahalli,2,1100.0,1.0,45.0
7013,Uttarahalli,2,1125.0,2.0,47.0
7015,Uttarahalli,3,1685.0,3.0,85.0
7016,Uttarahalli,3,1390.0,2.0,62.55
7018,Uttarahalli,2,1180.0,2.0,41.3
7019,Uttarahalli,2,1380.0,2.0,42.0
7020,Uttarahalli,3,1737.0,2.0,95.0
7022,Uttarahalli,2,1160.0,2.0,45.0
7023,Uttarahalli,3,1280.0,2.0,60.0
7025,Uttarahalli,2,1190.0,2.0,53.55
7026,Uttarahalli,3,1330.0,2.0,57.0
7027,Uttarahalli,3,1560.0,3.0,74.0
7029,Uttarahalli,2,1125.0,2.0,48.0
7030,Uttarahalli,3,1320.0,2.0,55.44
7032,Uttarahalli,2,1160.0,2.0,40.6
7034,Uttarahalli,2,1065.0,2.0,42.59
7035,Uttarahalli,2,1075.0,2.0,46.76
7036,Uttarahalli,2,1155.0,2.0,40.6
7039,Uttarahalli,3,1215.0,2.0,52.85
7041,Uttarahalli,2,1180.0,2.0,41.3
7044,Uttarahalli,2,1002.0,2.0,40.08
7045,Uttarahalli,2,1002.0,2.0,40.08
7046,Uttarahalli,2,1075.0,2.0,40.0
7048,Uttarahalli,2,1155.0,2.0,40.43
7050,Uttarahalli,2,1025.0,2.0,35.88
7051,Uttarahalli,2,1125.0,2.0,47.65
7052,Uttarahalli,2,1300.0,2.0,55.0
7053,Uttarahalli,2,1025.0,2.0,35.88
7054,Uttarahalli,2,980.0,2.0,45.0
7055,Uttarahalli,2,1125.0,2.0,47.0
7060,Uttarahalli,2,1175.0,2.0,47.0
7063,Uttarahalli,3,1525.0,2.0,62.82
7064,Uttarahalli,3,1265.0,2.0,65.0
7067,Uttarahalli,2,1213.0,2.0,48.0
7069,Uttarahalli,2,900.0,2.0,35.0
7070,Uttarahalli,2,1065.0,2.0,42.6
7073,Uttarahalli,2,1125.0,2.0,47.0
7074,Uttarahalli,3,1270.0,2.0,55.25
7075,Uttarahalli,3,1270.0,2.0,55.25
7076,Uttarahalli,2,1107.0,2.0,45.0
7077,Uttarahalli,2,1200.0,2.0,55.0
7079,Uttarahalli,3,1460.0,3.0,76.0
7080,Uttarahalli,3,1500.0,3.0,68.0
7081,Uttarahalli,2,1120.0,2.0,50.0
7082,Uttarahalli,2,1150.0,2.0,46.0
7083,Uttarahalli,3,1330.0,2.0,58.0
7085,Uttarahalli,2,1050.0,2.0,42.0
7086,Uttarahalli,2,1125.0,2.0,48.0
7088,Uttarahalli,3,1345.0,2.0,57.0
7089,Uttarahalli,3,1345.0,2.0,57.0
7091,Uttarahalli,2,1000.0,2.0,52.0
7092,Uttarahalli,2,1037.0,2.0,36.0
7094,Uttarahalli,2,1000.0,2.0,39.5
7095,Uttarahalli,2,1125.0,1.0,45.0
7097,Uttarahalli,2,1160.0,2.0,40.58
7098,Uttarahalli,2,1123.0,2.0,60.0
7100,Uttarahalli,2,1000.0,2.0,35.0
7101,Uttarahalli,3,1330.0,2.0,57.0
7102,Uttarahalli,2,1125.0,2.0,47.0
7103,Uttarahalli,2,1165.0,1.0,42.09
7104,Uttarahalli,2,1260.0,2.0,55.0
7105,Uttarahalli,2,1284.0,2.0,53.36
7106,Uttarahalli,2,1150.0,2.0,45.99
7108,Uttarahalli,3,1290.0,2.0,56.12
7109,Uttarahalli,3,1328.0,2.0,56.0
7110,Uttarahalli,2,1040.0,2.0,36.4
7111,Uttarahalli,3,1290.0,2.0,56.12
7113,Uttarahalli,2,1075.0,2.0,46.76
7114,Uttarahalli,3,1345.0,2.0,57.0
7115,Varthur,2,1160.0,2.0,44.0
7116,Varthur,2,1385.0,2.0,80.0
7118,Varthur,2,1024.0,2.0,42.0
7119,Varthur,2,1125.0,2.0,40.0
7120,Varthur,2,1112.0,2.0,40.0
7121,Varthur,2,1055.0,2.0,45.35
7122,Varthur,2,1280.0,2.0,65.0
7123,Varthur,2,977.0,2.0,36.0
7124,Varthur,3,1250.0,3.0,71.0
7125,Varthur,3,1200.0,3.0,67.75
7126,Varthur,2,1111.0,2.0,41.88
7127,Varthur,2,1140.0,2.0,55.5
7128,Varthur,2,1012.0,2.0,59.0
7129,Varthur,2,1140.0,2.0,39.9
7130,Varthur,2,1090.0,2.0,48.0
7131,Varthur,3,1450.0,3.0,71.0
7132,Varthur,2,1210.0,2.0,60.0
7133,Varthur,2,1070.0,2.0,46.0
7134,Varthur,3,1360.0,2.0,85.0
7135,Varthur,2,965.0,2.0,34.0
7136,Varthur,2,1120.0,2.0,44.24
7137,Varthur,3,1395.0,2.0,79.0
7138,Varthur,2,1085.0,2.0,45.0
7139,Varthur,2,1250.0,2.0,47.0
7140,Varthur,3,1200.0,3.0,68.38
7142,Varthur,2,1155.0,2.0,60.0
7143,Varthur,2,1035.0,2.0,60.0
7144,Varthur,2,1155.0,2.0,39.0
7145,Varthur,2,1180.0,2.0,55.0
7147,Varthur,2,1738.0,2.0,57.35
7148,Varthur,2,1045.0,2.0,40.65
7149,Varthur,2,1155.0,2.0,39.0
7151,Varthur,2,1210.0,2.0,64.15
7153,Varthur,2,1105.0,2.0,38.0
7154,Varthur,3,1560.0,3.0,90.0
7155,Varthur,2,1760.0,2.0,85.0
7156,Varthur,2,1210.0,2.0,54.0
7157,Varthur,2,1112.0,2.0,40.0
7159,Varthur,2,1000.0,1.0,65.0
7161,Varthur Road,2,900.0,2.0,27.0
7162,Varthur Road,2,1277.0,2.0,59.0
7163,Varthur Road,3,1247.0,2.0,58.0
7164,Varthur Road,2,1050.0,2.0,42.7
7165,Varthur Road,2,1255.0,2.0,52.76
7167,Varthur Road,2,1033.0,2.0,32.0
7168,Varthur Road,2,1140.0,2.0,49.11
7169,Varthur Road,2,850.0,2.0,25.4
7170,Vasanthapura,2,1022.0,2.0,40.0
7171,Vasanthapura,2,1135.0,2.0,39.73
7172,Vasanthapura,2,995.0,2.0,34.82
7173,Vasanthapura,2,995.0,2.0,34.82
7174,Vasanthapura,2,1037.0,2.0,36.28
7175,Vasanthapura,2,978.0,2.0,34.22
7176,Vasanthapura,2,1037.0,2.0,36.28
7177,Vidyaranyapura,2,1440.0,2.0,95.0
7178,Vidyaranyapura,2,1062.0,2.0,38.0
7179,Vidyaranyapura,2,1200.0,2.0,55.0
7180,Vidyaranyapura,4,1200.0,4.0,90.0
7182,Vidyaranyapura,2,1060.0,2.0,55.0
7183,Vidyaranyapura,2,1100.0,2.0,54.0
7184,Vidyaranyapura,3,1440.0,2.0,70.0
7185,Vidyaranyapura,2,1100.0,2.0,54.0
7186,Vidyaranyapura,2,1000.0,2.0,35.0
7188,Vidyaranyapura,2,1120.0,2.0,70.0
7189,Vidyaranyapura,2,945.0,2.0,40.0
7190,Vidyaranyapura,2,1100.0,2.0,54.0
